image,label,text_label,kfold
../datasets/original/lps euphyllia/lpseuphyllia_000129.jpg,4,lps euphyllia,1
../datasets/original/sps acropora/spsacropora_003557.jpg,2,sps acropora,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001579.jpg,6,lps acanthastrea,1
../datasets/original/zoa/zoa_002535.jpg,3,zoa,1
../datasets/original/sps acropora/spsacropora_005723.jpg,2,sps acropora,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001200.jpg,6,lps acanthastrea,1
../datasets/original/lps chalice/lpschalice_001594.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_001706.jpg,2,sps acropora,1
../datasets/original/zoa/zoa_002146.jpg,3,zoa,1
../datasets/original/sps acropora/spsacropora_000870.jpg,2,sps acropora,1
../datasets/original/zoa/zoa_000029.jpg,3,zoa,1
../datasets/original/other/other_002912.jpg,1,other,1
../datasets/original/lps euphyllia/lpseuphyllia_001048.jpg,4,lps euphyllia,1
../datasets/original/sps montipora/spsmontipora_000693.jpg,0,sps montipora,1
../datasets/original/lps chalice/lpschalice_001990.jpg,5,lps chalice,1
../datasets/original/lps euphyllia/lpseuphyllia_001891.jpg,4,lps euphyllia,1
../datasets/original/lps chalice/lpschalice_000754.jpg,5,lps chalice,1
../datasets/original/other/other_002561.jpg,1,other,1
../datasets/original/other/other_001926.jpg,1,other,1
../datasets/original/other/other_000232.jpg,1,other,1
../datasets/original/lps chalice/lpschalice_002020.jpg,5,lps chalice,1
../datasets/original/lps chalice/lpschalice_001590.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_004655.jpg,2,sps acropora,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001974.jpg,6,lps acanthastrea,1
../datasets/original/lps chalice/lpschalice_000244.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_003173.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_000981.jpg,2,sps acropora,1
../datasets/original/other/other_000197.jpg,1,other,1
../datasets/original/lps euphyllia/lpseuphyllia_001647.jpg,4,lps euphyllia,1
../datasets/original/lps chalice/lpschalice_000447.jpg,5,lps chalice,1
../datasets/original/zoa/zoa_000573.jpg,3,zoa,1
../datasets/original/other/other_002771.jpg,1,other,1
../datasets/original/lps euphyllia/lpseuphyllia_000932.jpg,4,lps euphyllia,1
../datasets/original/sps acropora/spsacropora_005827.jpg,2,sps acropora,1
../datasets/original/sps montipora/spsmontipora_001211.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_005859.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_003245.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_001457.jpg,5,lps chalice,1
../datasets/original/lps chalice/lpschalice_002166.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_005156.jpg,2,sps acropora,1
../datasets/original/lps euphyllia/lpseuphyllia_000095.jpg,4,lps euphyllia,1
../datasets/original/lps chalice/lpschalice_001740.jpg,5,lps chalice,1
../datasets/original/zoa/zoa_000812.jpg,3,zoa,1
../datasets/original/other/other_000584.jpg,1,other,1
../datasets/original/sps montipora/spsmontipora_002109.jpg,0,sps montipora,1
../datasets/original/zoa/zoa_001306.jpg,3,zoa,1
../datasets/original/sps acropora/spsacropora_001411.jpg,2,sps acropora,1
../datasets/original/sps montipora/spsmontipora_001234.jpg,0,sps montipora,1
../datasets/original/lps chalice/lpschalice_000981.jpg,5,lps chalice,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001632.jpg,6,lps acanthastrea,1
../datasets/original/lps chalice/lpschalice_002211.jpg,5,lps chalice,1
../datasets/original/other/other_002542.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_004445.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_005405.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_000023.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_005947.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_000371.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_005315.jpg,2,sps acropora,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001289.jpg,6,lps acanthastrea,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000347.jpg,6,lps acanthastrea,1
../datasets/original/lps euphyllia/lpseuphyllia_000696.jpg,4,lps euphyllia,1
../datasets/original/zoa/zoa_000243.jpg,3,zoa,1
../datasets/original/sps acropora/spsacropora_002656.jpg,2,sps acropora,1
../datasets/original/lps euphyllia/lpseuphyllia_001377.jpg,4,lps euphyllia,1
../datasets/original/lps chalice/lpschalice_001636.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_003630.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_001889.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_002573.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_006651.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_000431.jpg,5,lps chalice,1
../datasets/original/sps montipora/spsmontipora_001874.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_005329.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_001597.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_004304.jpg,2,sps acropora,1
../datasets/original/zoa/zoa_001671.jpg,3,zoa,1
../datasets/original/sps acropora/spsacropora_004763.jpg,2,sps acropora,1
../datasets/original/zoa/zoa_001815.jpg,3,zoa,1
../datasets/original/sps acropora/spsacropora_003624.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_003948.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_004173.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_002380.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_006077.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_005879.jpg,2,sps acropora,1
../datasets/original/zoa/zoa_002534.jpg,3,zoa,1
../datasets/original/lps chalice/lpschalice_001313.jpg,5,lps chalice,1
../datasets/original/lps chalice/lpschalice_000737.jpg,5,lps chalice,1
../datasets/original/other/other_000343.jpg,1,other,1
../datasets/original/lps chalice/lpschalice_001591.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_005012.jpg,2,sps acropora,1
../datasets/original/zoa/zoa_001111.jpg,3,zoa,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000863.jpg,6,lps acanthastrea,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001406.jpg,6,lps acanthastrea,1
../datasets/original/sps montipora/spsmontipora_001958.jpg,0,sps montipora,1
../datasets/original/sps montipora/spsmontipora_000816.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_002201.jpg,2,sps acropora,1
../datasets/original/other/other_003170.jpg,1,other,1
../datasets/original/sps montipora/spsmontipora_001814.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_003181.jpg,2,sps acropora,1
../datasets/original/other/other_003350.jpg,1,other,1
../datasets/original/sps montipora/spsmontipora_000665.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_006491.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_000456.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_002769.jpg,2,sps acropora,1
../datasets/original/other/other_003370.jpg,1,other,1
../datasets/original/sps montipora/spsmontipora_001199.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_006517.jpg,2,sps acropora,1
../datasets/original/lps euphyllia/lpseuphyllia_000446.jpg,4,lps euphyllia,1
../datasets/original/other/other_000814.jpg,1,other,1
../datasets/original/zoa/zoa_001861.jpg,3,zoa,1
../datasets/original/sps montipora/spsmontipora_001012.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_006307.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_000093.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_002463.jpg,2,sps acropora,1
../datasets/original/sps montipora/spsmontipora_001567.jpg,0,sps montipora,1
../datasets/original/lps euphyllia/lpseuphyllia_001604.jpg,4,lps euphyllia,1
../datasets/original/sps acropora/spsacropora_000492.jpg,2,sps acropora,1
../datasets/original/zoa/zoa_001599.jpg,3,zoa,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001303.jpg,6,lps acanthastrea,1
../datasets/original/sps montipora/spsmontipora_000560.jpg,0,sps montipora,1
../datasets/original/other/other_003616.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_002016.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_001130.jpg,5,lps chalice,1
../datasets/original/other/other_003052.jpg,1,other,1
../datasets/original/lps euphyllia/lpseuphyllia_001230.jpg,4,lps euphyllia,1
../datasets/original/sps montipora/spsmontipora_000268.jpg,0,sps montipora,1
../datasets/original/lps chalice/lpschalice_001356.jpg,5,lps chalice,1
../datasets/original/other/other_001578.jpg,1,other,1
../datasets/original/lps chalice/lpschalice_001193.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_003792.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_001057.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_001853.jpg,5,lps chalice,1
../datasets/original/lps chalice/lpschalice_000887.jpg,5,lps chalice,1
../datasets/original/other/other_001087.jpg,1,other,1
../datasets/original/zoa/zoa_000037.jpg,3,zoa,1
../datasets/original/sps acropora/spsacropora_005894.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_005150.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_005601.jpg,2,sps acropora,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001222.jpg,6,lps acanthastrea,1
../datasets/original/zoa/zoa_000298.jpg,3,zoa,1
../datasets/original/sps acropora/spsacropora_004421.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_001969.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_001609.jpg,2,sps acropora,1
../datasets/original/lps euphyllia/lpseuphyllia_000213.jpg,4,lps euphyllia,1
../datasets/original/sps acropora/spsacropora_000407.jpg,2,sps acropora,1
../datasets/original/other/other_000657.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_001952.jpg,2,sps acropora,1
../datasets/original/zoa/zoa_001896.jpg,3,zoa,1
../datasets/original/other/other_001593.jpg,1,other,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000131.jpg,6,lps acanthastrea,1
../datasets/original/sps montipora/spsmontipora_002135.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_005116.jpg,2,sps acropora,1
../datasets/original/other/other_002157.jpg,1,other,1
../datasets/original/lps chalice/lpschalice_000750.jpg,5,lps chalice,1
../datasets/original/lps chalice/lpschalice_000668.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_004766.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_003338.jpg,2,sps acropora,1
../datasets/original/sps montipora/spsmontipora_002146.jpg,0,sps montipora,1
../datasets/original/lps euphyllia/lpseuphyllia_001361.jpg,4,lps euphyllia,1
../datasets/original/sps acropora/spsacropora_005433.jpg,2,sps acropora,1
../datasets/original/other/other_001938.jpg,1,other,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000301.jpg,6,lps acanthastrea,1
../datasets/original/lps euphyllia/lpseuphyllia_000536.jpg,4,lps euphyllia,1
../datasets/original/sps acropora/spsacropora_001227.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_004332.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_000869.jpg,5,lps chalice,1
../datasets/original/lps chalice/lpschalice_001848.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_003311.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_002191.jpg,2,sps acropora,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000744.jpg,6,lps acanthastrea,1
../datasets/original/other/other_000511.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_000646.jpg,2,sps acropora,1
../datasets/original/lps euphyllia/lpseuphyllia_000283.jpg,4,lps euphyllia,1
../datasets/original/zoa/zoa_001457.jpg,3,zoa,1
../datasets/original/lps chalice/lpschalice_000643.jpg,5,lps chalice,1
../datasets/original/other/other_002979.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_002393.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_002156.jpg,5,lps chalice,1
../datasets/original/lps chalice/lpschalice_000214.jpg,5,lps chalice,1
../datasets/original/other/other_002829.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_004097.jpg,2,sps acropora,1
../datasets/original/zoa/zoa_002447.jpg,3,zoa,1
../datasets/original/zoa/zoa_000730.jpg,3,zoa,1
../datasets/original/other/other_002220.jpg,1,other,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001055.jpg,6,lps acanthastrea,1
../datasets/original/other/other_003039.jpg,1,other,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001678.jpg,6,lps acanthastrea,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000172.jpg,6,lps acanthastrea,1
../datasets/original/zoa/zoa_000696.jpg,3,zoa,1
../datasets/original/other/other_001824.jpg,1,other,1
../datasets/original/sps montipora/spsmontipora_000615.jpg,0,sps montipora,1
../datasets/original/sps montipora/spsmontipora_000845.jpg,0,sps montipora,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001646.jpg,6,lps acanthastrea,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001148.jpg,6,lps acanthastrea,1
../datasets/original/sps acropora/spsacropora_005608.jpg,2,sps acropora,1
../datasets/original/sps montipora/spsmontipora_001203.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_002761.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_001918.jpg,2,sps acropora,1
../datasets/original/lps euphyllia/lpseuphyllia_000567.jpg,4,lps euphyllia,1
../datasets/original/other/other_002065.jpg,1,other,1
../datasets/original/lps chalice/lpschalice_000170.jpg,5,lps chalice,1
../datasets/original/zoa/zoa_001801.jpg,3,zoa,1
../datasets/original/sps acropora/spsacropora_001899.jpg,2,sps acropora,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000742.jpg,6,lps acanthastrea,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000254.jpg,6,lps acanthastrea,1
../datasets/original/lps chalice/lpschalice_000486.jpg,5,lps chalice,1
../datasets/original/other/other_000705.jpg,1,other,1
../datasets/original/other/other_000522.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_000363.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_002274.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_002918.jpg,2,sps acropora,1
../datasets/original/other/other_000758.jpg,1,other,1
../datasets/original/sps montipora/spsmontipora_000033.jpg,0,sps montipora,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000101.jpg,6,lps acanthastrea,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001664.jpg,6,lps acanthastrea,1
../datasets/original/other/other_003689.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_005920.jpg,2,sps acropora,1
../datasets/original/other/other_003713.jpg,1,other,1
../datasets/original/zoa/zoa_001199.jpg,3,zoa,1
../datasets/original/zoa/zoa_002201.jpg,3,zoa,1
../datasets/original/zoa/zoa_000110.jpg,3,zoa,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001553.jpg,6,lps acanthastrea,1
../datasets/original/sps acropora/spsacropora_003759.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_000415.jpg,5,lps chalice,1
../datasets/original/lps euphyllia/lpseuphyllia_000330.jpg,4,lps euphyllia,1
../datasets/original/other/other_000921.jpg,1,other,1
../datasets/original/other/other_002760.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_003913.jpg,2,sps acropora,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001444.jpg,6,lps acanthastrea,1
../datasets/original/other/other_003499.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_001240.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_004240.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_002541.jpg,2,sps acropora,1
../datasets/original/other/other_001449.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_004985.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_005402.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_006838.jpg,2,sps acropora,1
../datasets/original/other/other_001616.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_003578.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_000342.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_000483.jpg,2,sps acropora,1
../datasets/original/lps euphyllia/lpseuphyllia_001215.jpg,4,lps euphyllia,1
../datasets/original/sps acropora/spsacropora_005665.jpg,2,sps acropora,1
../datasets/original/sps montipora/spsmontipora_001773.jpg,0,sps montipora,1
../datasets/original/zoa/zoa_002318.jpg,3,zoa,1
../datasets/original/lps euphyllia/lpseuphyllia_000528.jpg,4,lps euphyllia,1
../datasets/original/lps chalice/lpschalice_001046.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_000551.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_001379.jpg,5,lps chalice,1
../datasets/original/lps chalice/lpschalice_001183.jpg,5,lps chalice,1
../datasets/original/sps montipora/spsmontipora_000774.jpg,0,sps montipora,1
../datasets/original/lps chalice/lpschalice_002013.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_006582.jpg,2,sps acropora,1
../datasets/original/sps montipora/spsmontipora_000112.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_002624.jpg,2,sps acropora,1
../datasets/original/sps montipora/spsmontipora_000298.jpg,0,sps montipora,1
../datasets/original/sps montipora/spsmontipora_000873.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_002440.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_001162.jpg,2,sps acropora,1
../datasets/original/lps acanthastrea/lpsacanthastrea_002028.jpg,6,lps acanthastrea,1
../datasets/original/sps acropora/spsacropora_000575.jpg,2,sps acropora,1
../datasets/original/other/other_002822.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_002888.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_000359.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_001957.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_005223.jpg,2,sps acropora,1
../datasets/original/other/other_002981.jpg,1,other,1
../datasets/original/sps montipora/spsmontipora_000413.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_003312.jpg,2,sps acropora,1
../datasets/original/sps montipora/spsmontipora_002132.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_003563.jpg,2,sps acropora,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000658.jpg,6,lps acanthastrea,1
../datasets/original/lps chalice/lpschalice_001527.jpg,5,lps chalice,1
../datasets/original/lps euphyllia/lpseuphyllia_001908.jpg,4,lps euphyllia,1
../datasets/original/sps acropora/spsacropora_006756.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_004148.jpg,2,sps acropora,1
../datasets/original/sps montipora/spsmontipora_001539.jpg,0,sps montipora,1
../datasets/original/other/other_003113.jpg,1,other,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001975.jpg,6,lps acanthastrea,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001629.jpg,6,lps acanthastrea,1
../datasets/original/lps euphyllia/lpseuphyllia_001543.jpg,4,lps euphyllia,1
../datasets/original/lps chalice/lpschalice_001760.jpg,5,lps chalice,1
../datasets/original/sps montipora/spsmontipora_001476.jpg,0,sps montipora,1
../datasets/original/other/other_000901.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_000036.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_000898.jpg,5,lps chalice,1
../datasets/original/lps euphyllia/lpseuphyllia_001029.jpg,4,lps euphyllia,1
../datasets/original/sps montipora/spsmontipora_001189.jpg,0,sps montipora,1
../datasets/original/other/other_001744.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_001270.jpg,2,sps acropora,1
../datasets/original/lps euphyllia/lpseuphyllia_000089.jpg,4,lps euphyllia,1
../datasets/original/other/other_002084.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_006249.jpg,2,sps acropora,1
../datasets/original/sps montipora/spsmontipora_001147.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_005991.jpg,2,sps acropora,1
../datasets/original/zoa/zoa_000355.jpg,3,zoa,1
../datasets/original/lps euphyllia/lpseuphyllia_000809.jpg,4,lps euphyllia,1
../datasets/original/sps acropora/spsacropora_003550.jpg,2,sps acropora,1
../datasets/original/other/other_000155.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_005088.jpg,2,sps acropora,1
../datasets/original/sps montipora/spsmontipora_001410.jpg,0,sps montipora,1
../datasets/original/lps euphyllia/lpseuphyllia_001818.jpg,4,lps euphyllia,1
../datasets/original/lps chalice/lpschalice_001096.jpg,5,lps chalice,1
../datasets/original/lps acanthastrea/lpsacanthastrea_001713.jpg,6,lps acanthastrea,1
../datasets/original/sps acropora/spsacropora_006574.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_001823.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_006069.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_000515.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_001006.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_005018.jpg,2,sps acropora,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000776.jpg,6,lps acanthastrea,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000625.jpg,6,lps acanthastrea,1
../datasets/original/sps acropora/spsacropora_005749.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_005644.jpg,2,sps acropora,1
../datasets/original/other/other_003070.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_006287.jpg,2,sps acropora,1
../datasets/original/zoa/zoa_000263.jpg,3,zoa,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000929.jpg,6,lps acanthastrea,1
../datasets/original/sps acropora/spsacropora_005949.jpg,2,sps acropora,1
../datasets/original/other/other_000084.jpg,1,other,1
../datasets/original/other/other_003496.jpg,1,other,1
../datasets/original/other/other_001486.jpg,1,other,1
../datasets/original/sps montipora/spsmontipora_000394.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_004700.jpg,2,sps acropora,1
../datasets/original/other/other_000573.jpg,1,other,1
../datasets/original/sps montipora/spsmontipora_001576.jpg,0,sps montipora,1
../datasets/original/other/other_001681.jpg,1,other,1
../datasets/original/other/other_002555.jpg,1,other,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000462.jpg,6,lps acanthastrea,1
../datasets/original/lps chalice/lpschalice_002090.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_006428.jpg,2,sps acropora,1
../datasets/original/lps euphyllia/lpseuphyllia_001707.jpg,4,lps euphyllia,1
../datasets/original/lps euphyllia/lpseuphyllia_001681.jpg,4,lps euphyllia,1
../datasets/original/lps euphyllia/lpseuphyllia_001849.jpg,4,lps euphyllia,1
../datasets/original/sps acropora/spsacropora_006415.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_000246.jpg,5,lps chalice,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000123.jpg,6,lps acanthastrea,1
../datasets/original/sps montipora/spsmontipora_000571.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_000944.jpg,2,sps acropora,1
../datasets/original/sps montipora/spsmontipora_002028.jpg,0,sps montipora,1
../datasets/original/sps acropora/spsacropora_002701.jpg,2,sps acropora,1
../datasets/original/sps montipora/spsmontipora_001049.jpg,0,sps montipora,1
../datasets/original/zoa/zoa_001025.jpg,3,zoa,1
../datasets/original/lps chalice/lpschalice_000501.jpg,5,lps chalice,1
../datasets/original/zoa/zoa_001032.jpg,3,zoa,1
../datasets/original/sps montipora/spsmontipora_001593.jpg,0,sps montipora,1
../datasets/original/lps chalice/lpschalice_002017.jpg,5,lps chalice,1
../datasets/original/other/other_002041.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_006804.jpg,2,sps acropora,1
../datasets/original/zoa/zoa_002033.jpg,3,zoa,1
../datasets/original/sps montipora/spsmontipora_001600.jpg,0,sps montipora,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000784.jpg,6,lps acanthastrea,1
../datasets/original/sps acropora/spsacropora_005411.jpg,2,sps acropora,1
../datasets/original/zoa/zoa_000568.jpg,3,zoa,1
../datasets/original/other/other_000551.jpg,1,other,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000926.jpg,6,lps acanthastrea,1
../datasets/original/lps chalice/lpschalice_000161.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_002269.jpg,2,sps acropora,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000890.jpg,6,lps acanthastrea,1
../datasets/original/zoa/zoa_000957.jpg,3,zoa,1
../datasets/original/zoa/zoa_001408.jpg,3,zoa,1
../datasets/original/lps chalice/lpschalice_000281.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_002539.jpg,2,sps acropora,1
../datasets/original/lps euphyllia/lpseuphyllia_001502.jpg,4,lps euphyllia,1
../datasets/original/zoa/zoa_000209.jpg,3,zoa,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000710.jpg,6,lps acanthastrea,1
../datasets/original/sps montipora/spsmontipora_000437.jpg,0,sps montipora,1
../datasets/original/lps acanthastrea/lpsacanthastrea_002007.jpg,6,lps acanthastrea,1
../datasets/original/lps chalice/lpschalice_000892.jpg,5,lps chalice,1
../datasets/original/lps euphyllia/lpseuphyllia_000831.jpg,4,lps euphyllia,1
../datasets/original/other/other_002409.jpg,1,other,1
../datasets/original/lps euphyllia/lpseuphyllia_001428.jpg,4,lps euphyllia,1
../datasets/original/zoa/zoa_000738.jpg,3,zoa,1
../datasets/original/sps acropora/spsacropora_004733.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_000895.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_000554.jpg,2,sps acropora,1
../datasets/original/other/other_001912.jpg,1,other,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000183.jpg,6,lps acanthastrea,1
../datasets/original/lps chalice/lpschalice_001840.jpg,5,lps chalice,1
../datasets/original/sps acropora/spsacropora_002889.jpg,2,sps acropora,1
../datasets/original/lps chalice/lpschalice_001939.jpg,5,lps chalice,1
../datasets/original/other/other_001556.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_002592.jpg,2,sps acropora,1
../datasets/original/other/other_001903.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_000849.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_001777.jpg,2,sps acropora,1
../datasets/original/other/other_001714.jpg,1,other,1
../datasets/original/sps acropora/spsacropora_004836.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_006758.jpg,2,sps acropora,1
../datasets/original/other/other_001491.jpg,1,other,1
../datasets/original/zoa/zoa_001584.jpg,3,zoa,1
../datasets/original/lps acanthastrea/lpsacanthastrea_000804.jpg,6,lps acanthastrea,1
../datasets/original/sps acropora/spsacropora_001855.jpg,2,sps acropora,1
../datasets/original/sps acropora/spsacropora_004701.jpg,2,sps acropora,1
../datasets/original/lps euphyllia/lpseuphyllia_000205.jpg,4,lps euphyllia,1
../datasets/original/sps acropora/spsacropora_002382.jpg,2,sps acropora,1
../datasets/original/other/other_003033.jpg,1,other,1
